district,taluka,area,registrationNo,propertyName,propertyAddress,noOfRooms
South Goa,Salcete,Benaulim,HOTS000641,Francia Guest House,"1701/3-Ff-1 Vasvaddo Vigrabhat, Benaulim, Salcete,
 South Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS000654,Jomilla Guest House,"H.No. 1506 Vasvaddo, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS000659,Caroline Guest House,"H.No. 1560/A Vasvaaddo Bandar, Benaulim, Salcete,
 South Goa",6
South Goa,Salcete,Benaulim,HOTS000662,Cacy-Rose Guest House,"H.No. 1429, Benaulim, Salcete, South Goa- 403716",6
South Goa,Salcete,Benaulim,HOTS000663,Sebas Guest House,"H.No. 1679/A/1 Vasvaddo, Benaulim, Salcete, South
 Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000668,Menino Jesus Cottages,"H.No. 1393/A-1 Mazilwaddo, Benaulim, Salcete, South
 Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000670,Artisanale,"H.No. 1409/1 Dangwado, Benaulim, Salcete, South
 Goa- 403716",5
South Goa,Salcete,Benaulim,HOTS000671,Savio Rest House,"H.No. 1628/ A/2 A/3 Vassvaddo, Benaulim, Salcete,
 South Goa- 403716",17
South Goa,Salcete,Benaulim,HOTS000674,Da Silva Casa Guest House,"H.No.1556 Vasvaddo, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS000701,Jovan Furtado Guest House,"H No 1392a-F3 Mazilwaddo Morning Sunrise
 Apartment, Benaulim, Salcete, South Goa",1
South Goa,Salcete,Benaulim,HOTS000707,"Jovis Holiday Homes Private
 Limited","H No 1410/C Bsff-2 Imperial Gardens, Benaulim,
 Salcete, South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS000721,Silva Heritage,"H.No. 42 & 43 Cana, Benaulim, Salcete, South Goa-
 403716",15
South Goa,Salcete,Benaulim,HOTS000722,Diogo Xavier,"H.No. 1262/B Mazilvaddo, Benaulim, Salcete, South
 Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS000724,Shoba Guest House,"H.No. 16/C Povacao, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS000725,Crasto Mansion,"H No 1662/A Sfff-1 Tambdimati, Benaulim, Salcete,
 South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS000727,Rodrigues Villa,"H.No. 1680/B Vaswaddo Tambdi Mati, Benaulim,
 Salcete, South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS000729,Aaditri Guest House,"H.No- 8/F, Adsulim, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS000747,Lewis Rest House,"H.No. 6 Adsulim, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS000756,Anthy'S A La Campagne,"H.No. 71/A- Fff2 & 71/A Sff1, Benaulim, Salcete, South
 Goa",10
South Goa,Salcete,Benaulim,HOTS000759,Pele'S Fisherman Village,"H.No. 1813/2 Vasvaddo, Benaulim, Salcete, South
 Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000766,"Palm Shades Spring Guest
 House","1648/B,Gf-1,Vasvaddo, Benaulim, Salcete, South Goa-
 403716",3
South Goa,Salcete,Benaulim,HOTS000770,Carol Villa,"H.No. 1678 B Vasvaddo, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS000788,Azaya Beach Resort Goa,"H.No. 336/0 Village Calwaddo, Benaulim, Salcete,
 South Goa- 403716",114
South Goa,Salcete,Benaulim,HOTS000804,M/S Grace Hospitalities,"Vasvaddo, Benaulim, Salcete, South Goa- 403716",38
South Goa,Salcete,Benaulim,HOTS000805,Golden Ocean,"Villa No. 1573/C-1/B-1-A Lotus Hermitage Opp Beiramar Beach Resort, Benaulim, Salcete, South Goa-
 403716",3
South Goa,Salcete,Benaulim,HOTS000807,Golden Sunset,"Villa No. 1573/B-13-A-3-A Lotus Hermitage Opp Beiramar Beach, Benaulim, Salcete, South Goa-
 403716",3
South Goa,Salcete,Benaulim,HOTS000811,Hotel Royal Anthurium,"Near Shop N Save Supermarket Taj Exotica Road
 Mazilwado, Benaulim, Salcete, South Goa- 403716",8
South Goa,Salcete,Benaulim,HOTS000812,Hotel Royal Anthurium,"Near Shop N Save Supermarket Taj Exotica Road
 Mazilwado, Benaulim, Salcete, South Goa- 403716",8
South Goa,Salcete,Benaulim,HOTS000818,Fina'Z Plush Home,"H.No. 874/B-Ff-1 Acsona, Benaulim, Salcete, South
 Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000821,Xaviers Guest House,"H.No. 1480(A) Vasvaddo, Benaulim, Salcete, South
 Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS000833,Blue Ocean Pearl,"H.No. 1602/A-Ff-U-1, 1602/A-Ff-U-2, 1602/A-Ff-U-3
 1602/A-Ff-Es-1 Vasvaddo, Benaulim, Salcete, South Goa- 403716",11
South Goa,Salcete,Benaulim,HOTS000844,M/S Majestic Palms,"H.No. 26/B Cana, Benaulim, Salcete, South Goa-
 403716",9
South Goa,Salcete,Benaulim,HOTS000846,Michael Guest House,"H.No. 1642/B-Ff-1 Vassvaddo, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS000861,"Fairfield By Marriott Goa
 Benaulim","Benaulim Beach Road, Benaulim, Salcete, South Goa-
 403716",144
South Goa,Salcete,Benaulim,HOTS000876,"Niraamaya Private Residences
 Goa","H.No.1562 Next To Reva House, Benaulim, Salcete,
 South Goa- 403716",5
South Goa,Salcete,Benaulim,HOTS000885,Daily Rentals (Air B & B),"D/1571 / A/4 , Costa'S Montage , Vasvaddo, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS000886,Gecko Dorado,"630/1 Pulvaddo Benaulim Salcete Goa, Benaulim,
 Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000926,Alfred Ramed Vaz,"H.No. 1431/A/Dff-1 Mazilvaddo, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS000928,Casa Trinity,"H.No 743/D Acsona, Benaulim, Salcete, South Goa-
 403717",2
South Goa,Salcete,Benaulim,HOTS000929,San Joao Holiday Homes,"Mazilvaddo, Benaulim, Salcete, South Goa- 403716",8
South Goa,Salcete,Benaulim,HOTS000939,Home Stay,"H.No.1606/A-Sff-1, 1606/A-Sff-2, 1606/A-Ff-1,
 1606/A-Gff-1, Benaulim, Salcete, South Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS000941,Yvonne Vaz,"H.No. 1303/A-B6-Sff-2 Mazilvaddo, Benaulim, Salcete,
 South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000958,Paying Guest House,"H.No.B/Sg/1437/A5, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS000969,Samson Vacations,"S16/4, S18/6, S21/3, S21/5, S12/1, S14/3, S17/1 And
 S23/4 Vasvado, Benaulim, Salcete, South Goa",8
South Goa,Salcete,Benaulim,HOTS000976,Misquita Comforts,"H.No. 1397/F Dangvaddo Nr St Anthonys Chapel,
 Benaulim, Salcete, South Goa- 403716",6
South Goa,Salcete,Benaulim,HOTS000979,By The Beach Goa,"Flat No. D1ky Lotus Hermitage Vasvaddo, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS000992,Amit Srivastava,"Flat No - 23 (3), 1st Floor, Royal Palms, Benaulim,
 Salcete, Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS000993,Amit Srivastava,"Appt No 8 1st Floor Bldg No G Majestic Palms Vasavaddo, Benaulim, Salcete, Benaulim, Salcete,
 South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS000994,Amit Srivastava,"Villa No - 5, Majestic Palms, Vasavaddo, Benaulim,
 Salcete, Benaulim, Salcete, South Goa- 403717",4
South Goa,Salcete,Benaulim,HOTS000996,1431/A/Dff-2,"Flat no. 1431/A/D-FF-2, Mazilvaddo 1st floor Pash Beach Arcade Co-op HSG Society, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001025,M/S Gigi Park,"H.No 1798/B Calvaddo, Benaulim, Salcete, South Goa-
 403716",6
South Goa,Salcete,Benaulim,HOTS001029,Casmina Guest House,"H.No 1796/Aff-1 Vasvaddo, Benaulim, Salcete, South
 Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001038,Nasyas Beachside Cottages,"H.No 1813/3 Vasvaddo, Benaulim, Salcete, South Goa-
 403716",4
South Goa,Salcete,Benaulim,HOTS001042,Casa Benaulim,"Pulwaddo, Sy.No. 148/3a, H.No. 592/B, 592/C &
 592/D, Benaulim, Salcete, South Goa",9
South Goa,Salcete,Benaulim,HOTS001049,Majestic Comforts,"Flat- Gf6 Bldg-2/6 Vasvaddo, Benaulim, Salcete, South
 Goa- 403717",1
South Goa,Salcete,Benaulim,HOTS001062,Casa Belmar,"Bldg C4 Flat No G C/O Lotus Hermitage Vasvaddo,
 Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001070,Majestic Comforts,"Flat No. Gf5 Bldg -2/5 Vasvaddo, Benaulim, Salcete,
 South Goa- 403717",1
South Goa,Salcete,Benaulim,HOTS001071,Shanaya Holiday Appartment,"75/A-Sf-F1 Cana, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS001092,Maynard,"H.No 1437 H4 3/4 F2 Mazilwado, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001093,Maynard F1,"H.No 1437/ H4 3-4 F1 Mazilwado, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001095,5b 208 Cd Westwinds,"1303/A B5, Sff-8, Benaulim Salcete Goa, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001096,2b Cd Westwinds,"1303/A 2B, Gff-2, Benaulim Salcete Goa, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001098,Casa Regal Benaulim,"Majestic Palm Villa R-9 Near Fortune Resort,
 Benaulim, Salcete, South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001100,Chez Livra,"H.No 1776/A/2/3 Vaswaddo, Benaulim, Salcete,
 South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001113,Casa Regal,"B-12 Suvina Orchards, Benaulim, Salcete, South Goa-
 403708",3
South Goa,Salcete,Benaulim,HOTS001128,Casa Trinity,"House No 743/D Gf1 (Casa1) & Gf2 (Casa 2),
 Benaulim, Salcete, South Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS001139,Grace Guest House,"H.No 670, Pulvado, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS001145,D'Seven,"H.No 7/D, 7/D-1, 7/D-2, Cana, Benaulim, Salcete,
 South Goa- 403716",19
South Goa,Salcete,Benaulim,HOTS001150,Joao Eduardo,"H.No. 1303/A B5 Gff4 West Winds, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001155,Joao Eduardo,"1303/A 2a Sff-1 Westwinds, Benaulim, Salcete, South
 Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001169,Casa De Alnena,"H.No. 130/A, Grande Pedda, Benaulim, Salcete, Goa,
 Benaulim, Salcete, South Goa- 403716",8
South Goa,Salcete,Benaulim,HOTS001174,Cd West Winds,"B5-102 First Floor, Benaulim, Salcete, South Goa",1
South Goa,Salcete,Benaulim,HOTS001184,Edwin Sunset Palms,"H.No 473/C, 473/C-Ff-1 & 473/C-Sf-1 Grande
 Pulvaddo, Benaulim, Salcete, South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001185,Joao Eduardo,"1303/A 2a Gff-2, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS001188,Grand Royale Residency,"H.No. 708/A Acsona Pendolpem, Benaulim, Salcete,
 South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001201,"S V Mesmeric Sunsets Flat No.
 Bs 1 Building B","Calvaddo, Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001211,Zen Gardens,"H.No 1435/Vr21, Benaulim, Salcete, South Goa-
 403716",3
South Goa,Salcete,Benaulim,HOTS001225,Blaze Homes Goa,"Benaulim, Benaulim, Salcete, South Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS001242,"Ary Royal Palms 14/4 Karma
 Royal Palms","14/4 Flat No. 19/6 18/3 12/A5 Vasvaddo, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001243,Holiday Destiny Home Stay,"H.No. 1803/E Fff-1/Sff-1 Calvaddo, Benaulim, Salcete,
 South Goa- 403716",6
South Goa,Salcete,Benaulim,HOTS001245,Casa Cottage Benaulim,"Flat No. 1677 Vasvaddo Tamdimatti Cana, Benaulim,
 Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001271,Lotus Hermitage,"Flat C-6-F Lotus Hermitage Vassvaddo, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001273,Golden Sea Pearl,"Flat.No 1573/D35-C-5-C Lotus Hermitage Opp Beira Mar Beach Resort, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS001274,Golden Sea Shell,"Flat.No 1573/D-36/C-5-D Lotus Hermitage Opp Beira
 Mar Beach Resort, Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001275,Golden Sand Dunes,"Apt.No 1573/D-16/C-2-H Lotus Hermitage Opp Beira Mar Beach Resort, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS001276,Golden Coral,"Villa No 1573/C-2/B-1-B Lotus Hermitage Opp Beira,
 Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001277,Paradise Home,"H.No. 1652/G/Bf1 (60) Micon Coastal Paradise,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001289,Asian Golden Sands S7,"Asian Golden Sands, 1591/3, Sf 7, Vaswado,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001295,"Maynard Goa Cooperative
 Housing Society Ltd.","Flats No G1/G2 Ground Floor Block W1/W2,
 Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001297,Jilma Guest House,"1288/A Mazil Vaddo, Benaulim, Salcete, South Goa-
 403716",9
South Goa,Salcete,Benaulim,HOTS001308,Gomes Villa,"H.No. 1571/Y-1/5d Costa Montage Vasvaddo,
 Benaulim, Salcete, South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001312,Sera Guest House,"H.No.1591/3-Sff8 Vasvaddo, Benaulim, Salcete, South
 Goa",1
South Goa,Salcete,Benaulim,HOTS001318,House Of Cosme,"Villa G2, Champa, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS001328,Pulmac Mansion,"H.No 17/C Ff-1 Adsulim, Benaulim, Salcete, South
 Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS001329,Royal Palms,"H.No S15/4 1st Floor, Benaulim, Salcete, South Goa-
 403576",1
South Goa,Salcete,Benaulim,HOTS001330,Lotus Hermitage,"Flat No C7c Benaulim Beach Behind Fairfield Marriott,
 Benaulim, Salcete, South Goa- 403576",1
South Goa,Salcete,Benaulim,HOTS001333,Golden Sea Breeze,"Villa No 1573/C-5/B-1-H Lotus Hermitage Opp Beira Mar Beach Resort, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS001335,Casa Regal 16,"Rh 16 Micon Coastal Paradise, Benaulim, Salcete,
 South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001337,Majestic Palms Villa No. 20,"H.No. 1795/Z-3(9), Benaulim, Salcete, South Goa-
 403716",4
South Goa,Salcete,Benaulim,HOTS001339,Royal Palms,"Villa No 7 Vasvaddo, Benaulim, Salcete, South Goa-
 403576",3
South Goa,Salcete,Benaulim,HOTS001372,Casa Regal 27,"Rh 27 Micon Coastal Paradise, Benaulim, Salcete,
 South Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001373,Bel Air Celebrations,"As4, L&L Celebrations, Vaswado, Benaulim, Benaulim,
 Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001377,Gladys Cottage,"H.No. 17/A Adsulim, Benaulim, Salcete, South Goa-
 403716",3
South Goa,Salcete,Benaulim,HOTS001417,Pacifica Holiday Homes Goa,"Flat No. 1601/A-101(FF), Merad Classic, Vasvaddo,
 Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001427,Bliss By The Bay,"H. No. 843/C, Acsona, Benaulim, Salcete, South Goa-
 403716",4
South Goa,Salcete,Benaulim,HOTS001428,Zen Gardenr15,"1435/R15 Near Maria Hall, Benaulim, Salcete, South
 Goa- 403716",3
South Goa,Salcete,Benaulim,HOTS001429,Jayden'S Holiday Home,"1683/Ab/Ff-F3 First Floor Grace Emerald Plaza,
 Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001430,Lodson Guest House,"H.No. Ehn-Bm-62 Vasvaddo, Benaulim, Salcete, South
 Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001438,Maynard Guest House,"B-S/F-1437/A-11 Studio Block B, Maynard Goa Beach Palace, Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001442,Vida Susegad,"Penthouse No. 1a, H. No. 1248/A/D/H/1, San Joao
 Holiday Homes, Near Holy Trinity Church, Mazilvaddo, Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001446,Casa Regal Zen Cf3,"Flat No Cf3 Building C Cd Zen Gardens, Benaulim,
 Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001449,Pacifica Holiday Homes Goa,"Flat No. 1601/B-101(FF) & 1601/B-102(FF), Merad
 Classic,Vasvaddo, Benaulim, Salcete, South Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS001450,Pacifica Holiday Homes Goa,"Flat No. 1601/A-101(FF), Merad Classic, Vasvaddo,
 Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001451,Casa Regal Zen,"Villa Rh-5, Zen Gardens, Benaulim, Salcete, South Goa-
 403716",3
South Goa,Salcete,Benaulim,HOTS001452,Casa Regal Lotus,"Flat No C B2 Lotus Hermitage Benaulim Beach,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001455,M3 Garden Home,"H.No. 660/C Ff-1 Grande Pulvaddo, Benaulim, Salcete,
 South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001459,Cd Westwinds,"Cd Westwinds Retreat, Seagull, 2b-004, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001480,Nasya Homestay,"H.No 1813/3/A Cana, Benaulim, Salcete, South Goa-
 403716",4
South Goa,Salcete,Benaulim,HOTS001490,Cd Zen Garden Villa No. 7,"Villa N0. 7, Zen Garden, Near Maria Hall, Benaulim,Salcete, Benaulim, Salcete, South Goa-
 403712",3
South Goa,Salcete,Benaulim,HOTS001500,Cecilia Fernandes,"H.No. 1507/2 FF1, Benaulim, Salcete, South Goa-
 403716",2
South Goa,Salcete,Benaulim,HOTS001504,Casa Regal Zen Ag4,"Flat Ag4 Zen Gardens Near Maria Hall, Benaulim,
 Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001505,The Cardo Comfort,"H.No 227/B Pulvaddo, Benaulim, Salcete, South Goa-
 403716",5
South Goa,Salcete,Benaulim,HOTS001513,Amber,"Studio No Ug-13 Bertas Grace Paradise Vasvaddo,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001514,Flamingo 101,"H.No 1303/Ab5ff-1 Flamingo Westwinds Coop Hsg
 Scty, Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001522,L L Celebrations,"164/E A-T-6, Benaulim, Salcete, South Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001534,Cafhina Tourist Cottages,"H.No 1541/E-A-1 And 1541/E-B-Ff-1, Benaulim,
 Salcete, South Goa- 403716",13
South Goa,Salcete,Benaulim,HOTS001543,"Martires Sebastiao Zeferino
 Rodrigues","H.No 476 Grand Pulvaddo, Benaulim, Salcete, South
 Goa- 403716",2
South Goa,Salcete,Benaulim,HOTS001551,Asian Golden Sands Benaulim,"H.No 1591/3/FFF1 Vasvado, Benaulim, Salcete, South
 Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001555,Asian Golden Sand,"H.No.1591/3-Sff8 Vasvaddo, Benaulim, Salcete, South
 Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001559,Case De Davi,"1683/Csff-7, La Grace, Benaulim, Salcete, South Goa",1
South Goa,Salcete,Benaulim,HOTS001577,"Joyce Judith Teles - Benaulim
 Coastal Suits","Df-2, Micon Coastal Paradise Nr.Royal Palms,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001581,Castello'S Tourist Nest,"H.No 1313 Mazilvaddo, Benaulim, Salcete, South Goa-
 403716",7
South Goa,Salcete,Benaulim,HOTS001597,Macmizia Guest House,"H.No 1696/Cff Vasvaddo Virgabhatt, Benaulim,
 Salcete, South Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS001615,Maskars Flat,"Flat No 26 H.No 1248 A Mazilvaddo, Benaulim,
 Salcete, South Goa- 403717",2
South Goa,Salcete,Benaulim,HOTS001637,Mogrim B2,"Villa B-2 Costa Montage, Benaulim, Salcete, South Goa-
 403716",1
South Goa,Salcete,Benaulim,HOTS001642,Place To Relax,"L&L Celebration H. No. 1641/F-Bt-2 (Bldg-B) Vasvaddo Benaulim Salcete Goa, Benaulim, Salcete,
 South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001660,The Royal Palms,"Studio No. S12/6 Block No. 14 2nd Floor Vasvaddo,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001661,Pedro Guest House,"H.No 700/Ff-1 Grande Pulvaddo, Benaulim, Salcete,
 South Goa- 403716",6
South Goa,Salcete,Benaulim,HOTS001668,Tm Groups (Shams Villas ),"H.No 4/B Db-2, Povacao, Benaulim, Salcete, South
 Goa- 403716",4
South Goa,Salcete,Benaulim,HOTS001684,Vilas De Santana,"Mogarim Villa F/1 Costas Montage H.No F/1571/C1,
 Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Benaulim,HOTS001695,Vilas De Santana,"Mogarim Villa F/1 Costas Montage H.No. F/1571/C1,
 Benaulim Salcete South Goa, Benaulim, Salcete, South Goa- 403716",1
South Goa,Salcete,Betelbatim,HOTS000054,Alagoa Resorts,"H No 82/B/1 Ranwaddo, Betelbatim, Salcete, South
 Goa- 403713",36
South Goa,Salcete,Betelbatim,HOTS000102,Beleza By The Beach,"Thondvaddo, Betelbatim, Salcete, South Goa- 403713",70
South Goa,Salcete,Betelbatim,HOTS000109,Menas Guest House,"H.No-51/A(1), Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",1
South Goa,Salcete,Betelbatim,HOTS000133,Nanu Beach Resort & Spa,"Betalbatim Beach, Betelbatim, Salcete, South Goa-
 403713",92
South Goa,Salcete,Betelbatim,HOTS000139,Sea Queen Beach Resort,"Thonvaddo Betalbatim, Betelbatim, Salcete, South
 Goa- 403708",53
South Goa,Salcete,Betelbatim,HOTS000185,Martins Comfort,"H.No-3/B, Ranvaddo, Betelbatim, Salcete, South Goa-
 403713",18
South Goa,Salcete,Betelbatim,HOTS000204,D'Silva Roots,"H.No-19/C/1, Ranvaddo, Betelbatim, Salcete, South
 Goa- 403710",7
South Goa,Salcete,Betelbatim,HOTS000248,Casa Alexees,"H.No-33, Ranvaddo, Betelbatim, Salcete, South Goa-
 403713",4
South Goa,Salcete,Betelbatim,HOTS000280,Jalena Guest House,"H.No-35/A/1, Pockvaddo, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000299,Gavz Hub Lake View,"H.No-30/F, Thondvaddo, Betelbatim, Salcete, South
 Goa- 403713",4
South Goa,Salcete,Betelbatim,HOTS000307,Peace Haven Guest House,"H.No-57/F(2), Nomoxim Ranvaddo, Betelbatim,
 Salcete, South Goa",2
South Goa,Salcete,Betelbatim,HOTS000310,Dona Esmira Guest House,"H.No-11/A-1, Thondvaddo, Betelbatim, Salcete, South
 Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS000315,Jesus Guest House,"H.No-35/C(2), Ranwaddo, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000317,Monte Holiday Homes,"H.No-43/Dr-8, Pockwaddo, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000319,Monte Holiday Inn,"H.No-49/B, Pockwado, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS000322,Monte Holiday Home,"H.No-50/D/4, Pockwaddo, Betelbatim, Salcete, South
 Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS000325,"Jean And Nadia Hotels And
 Resorts Pvt Ltd","Shakti House- 131/C, Nagwaddo, Betelbatim, Salcete,
 South Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS000331,Dsilva Residence,"H.No-2, Gonsua, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS000345,Agneshkia Apartment,"H.No-2/1, F1 &F2, Betelbatim, Salcete, South Goa-
 403713",2
South Goa,Salcete,Betelbatim,HOTS000346,Ray'S Rest Room,"H.No-3, Thondvaddo, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS000368,Baptista Guest House,"H.No-13c, Thond Vaddo, Betelbatim, Salcete, South
 Goa- 403713",4
South Goa,Salcete,Betelbatim,HOTS000412,Villagio Inn,"H.No-25/A, 25/B, 25/B1, 25/C, 25/D And 25/E,
 Thonvaddo, Betelbatim, Salcete, South Goa- 403713",60
South Goa,Salcete,Betelbatim,HOTS000415,Mascarenhas Guest House,"H.No-65/D, Ranvaddo, Betelbatim, Salcete, South Goa",3
South Goa,Salcete,Betelbatim,HOTS000427,Pista Green Inn,"43/F(1) Pockvaddo, Betelbatim, Salcete, South Goa-
 403713",2
South Goa,Salcete,Betelbatim,HOTS000432,Pereira Homes,"H.No-12/A, Gonsua, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS000458,Aaron'S Home Stay,"H.No-9/A (1), Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000459,Belleville Guest House,"H.No-70-A (1), Nagvaddo, Betelbatim, Salcete, South
 Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS000462,Rockson Guest House,"H.No- 65/A (1) Binnvaddo, Betelbatim, Salcete, South
 Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS000471,"Coconut Grove Beach Resort
 Goa Pvt Ltd","Ranvaddo, Betelbatim, Salcete, South Goa- 403713",38
South Goa,Salcete,Betelbatim,HOTS000506,Portuguez House,"H.No-78/1, Pockvaddo, Betelbatim, Salcete, South
 Goa- 403713",2
